日期,累积收益率
2011-03-10,"['002035' '000703' '000789' '002081' '600406' '000581' '600160' '600259'
 '002304' '000049']"
2011-03-11,"['002035' '000789' '002081' '600406' '000581' '600259' '002304' '000049'
 '002129' '002006']"
2011-03-14,"['002035' '000703' '000789' '000581' '002081' '600406' '600160' '002304'
 '600259' '000049']"
2011-03-15,"['002035' '000703' '000789' '000581' '002081' '600406' '600160' '600259'
 '002304' '002129']"
2011-03-16,"['002035' '000703' '000789' '002081' '600160' '600259' '000581' '600406'
 '002006' '002304']"
2011-03-17,"['000703' '002035' '000789' '002081' '600259' '000581' '600160' '600406'
 '002006' '002304']"
2011-03-18,"['000703' '002035' '000789' '002081' '600160' '000581' '002006' '600259'
 '600406' '002304']"
2011-03-21,"['000703' '002035' '000789' '600160' '000581' '002006' '600259' '600406'
 '002304' '002129']"
2011-03-22,"['000703' '000789' '002035' '600160' '000581' '600259' '002006' '600406'
 '002304' '002129']"
2011-03-23,"['000703' '000789' '002035' '600160' '002081' '000581' '600259' '002006'
 '600406' '002304']"
2011-03-24,"['000789' '000703' '002035' '600160' '002081' '000581' '600259' '600406'
 '002006' '600801']"
2011-03-25,"['000789' '000703' '002035' '002081' '600160' '000581' '600406' '600259'
 '002006' '600801']"
2011-03-28,"['000789' '000703' '600160' '002081' '000581' '002006' '600259' '600406'
 '600801' '000049']"
2011-03-29,"['000789' '000703' '002035' '002081' '600160' '000581' '600259' '002006'
 '600406' '600801']"
2011-03-30,"['000789' '000703' '002035' '002081' '600160' '600259' '600801' '002006'
 '000581' '600406']"
2011-03-31,"['000789' '000703' '002035' '600160' '002081' '600259' '600801' '002006'
 '000581' '600406']"
2011-04-01,"['000789' '000703' '002035' '600160' '002081' '600259' '002006' '000581'
 '600406' '600801']"
2011-04-06,"['000789' '000703' '002035' '600160' '600259' '002006' '002081' '600801'
 '000581' '600406']"
2011-04-07,"['000789' '000703' '002035' '600160' '600801' '600259' '002006' '002081'
 '600406' '000581']"
2011-04-08,"['000703' '002035' '600160' '600801' '600259' '002006' '002081' '600406'
 '000581' '000049']"
2011-04-11,"['000789' '000703' '002035' '600160' '600259' '600801' '002081' '002006'
 '600406' '000581']"
2011-04-12,"['000789' '000703' '002035' '600160' '600259' '600801' '002006' '600406'
 '002081' '000581']"
2011-04-13,"['000789' '000703' '002035' '600160' '600801' '600259' '002006' '002081'
 '600406' '000581']"
2011-04-14,"['000703' '000789' '002035' '600160' '600801' '600259' '002081' '002006'
 '600406' '000581']"
2011-04-15,"['000703' '000789' '600160' '002035' '600259' '002081' '600801' '600406'
 '000581' '002006']"
2011-04-18,"['000789' '600160' '002035' '600259' '600406' '002081' '600801' '000581'
 '600636' '002006']"
2011-04-19,"['000703' '000789' '002035' '600160' '002081' '600406' '600259' '000581'
 '600801' '002006']"
2011-04-20,"['000703' '000789' '002035' '600160' '600406' '002081' '000581' '600259'
 '600801' '002006']"
2011-04-21,"['000703' '000789' '002035' '600160' '600406' '600801' '002081' '600259'
 '000581' '002006']"
2011-04-22,"['000703' '000789' '002035' '600160' '600406' '002081' '000581' '600259'
 '002006' '002236']"
2011-04-25,"['000703' '000789' '002035' '600160' '600406' '002081' '000581' '600801'
 '600259' '002304']"
2011-04-26,"['000703' '000789' '600160' '002035' '600406' '002081' '000581' '600801'
 '002304' '600259']"
2011-04-27,"['000703' '000789' '600160' '002035' '600406' '002081' '600801' '000581'
 '002304' '002006']"
2011-04-29,"['000703' '000789' '600160' '002035' '600406' '002304' '600801' '002081'
 '002006' '000581']"
2011-05-03,"['000703' '000789' '600160' '002035' '002006' '600406' '600801' '002304'
 '002081' '000581']"
2011-05-04,"['000703' '000789' '600160' '002035' '600406' '002006' '600801' '002081'
 '002304' '600259']"
2011-05-05,"['000703' '000789' '600160' '002035' '600406' '002006' '002304' '002081'
 '600801' '002236']"
2011-05-06,"['000703' '000789' '600160' '002035' '002006' '600406' '002304' '002081'
 '600636' '600801']"
2011-05-09,"['000703' '000789' '600160' '002035' '600406' '002006' '002304' '002081'
 '600636' '002236']"
2011-05-10,"['000703' '000789' '600160' '002035' '600406' '002006' '600636' '002081'
 '002304' '600259']"
2011-05-11,"['000703' '000789' '600160' '002035' '600406' '002006' '002081' '600636'
 '002304' '600801']"
2011-05-12,"['000703' '000789' '600160' '002035' '600406' '002006' '002304' '002081'
 '600801' '600636']"
2011-05-13,"['000703' '000789' '600160' '002035' '002006' '600406' '002304' '002081'
 '600801' '600636']"
2011-05-16,"['000789' '600160' '002035' '600406' '002304' '002081' '600636' '002236'
 '600801' '600259']"
2011-05-17,"['000703' '000789' '600160' '002035' '600406' '002081' '002304' '002006'
 '600636' '600801']"
2011-05-18,"['000703' '000789' '600160' '002035' '600406' '002304' '002081' '002006'
 '600636' '600801']"
2011-05-19,"['000703' '000789' '002035' '600160' '002304' '600406' '002081' '002006'
 '600636' '600801']"
2011-05-20,"['000703' '000789' '002035' '600160' '002304' '600406' '002081' '002006'
 '600636' '600114']"
2011-05-23,"['000703' '002035' '000789' '600160' '002304' '600114' '002081' '600406'
 '002006' '600259']"
2011-05-24,"['000703' '000789' '600160' '002035' '002304' '600406' '002081' '600114'
 '600111' '002006']"
2011-05-25,"['000703' '000789' '600160' '002035' '002304' '600406' '600114' '002006'
 '600111' '002081']"
2011-05-26,"['000703' '600160' '000789' '002035' '002304' '600406' '600111' '600114'
 '002006' '600636']"
2011-05-27,"['000703' '600160' '000789' '002035' '600406' '002304' '600111' '002081'
 '002006' '600114']"
2011-05-30,"['000703' '600160' '000789' '600406' '002304' '002035' '600111' '002006'
 '002081' '600114']"
2011-05-31,"['000703' '600160' '000789' '002035' '600406' '600111' '002006' '002304'
 '600114' '002081']"
2011-06-01,"['000703' '600160' '000789' '002035' '600114' '600406' '002304' '600111'
 '002006' '002081']"
2011-06-02,"['000703' '000789' '600160' '002035' '600111' '600801' '600406' '002304'
 '002006' '600114']"
2011-06-03,"['000703' '000789' '600160' '002035' '600111' '600801' '600406' '002006'
 '002304' '600114']"
2011-06-07,"['600160' '000789' '002035' '600111' '600406' '600259' '002006' '600114'
 '002304' '600801']"
2011-06-08,"['600160' '000789' '002035' '600111' '600259' '600406' '600114' '002304'
 '002006' '600636']"
2011-06-09,"['000703' '600160' '000789' '002035' '600111' '600259' '600406' '600114'
 '002304' '002081']"
2011-06-10,"['600160' '000789' '002035' '600111' '600406' '600259' '002304' '600636'
 '002081' '600114']"
2011-06-13,"['000703' '600160' '000789' '002035' '600259' '600111' '600406' '600636'
 '002081' '002006']"
2011-06-14,"['000703' '000789' '600160' '002035' '600259' '600111' '600406' '600636'
 '002006' '002081']"
2011-06-15,"['000703' '000789' '600160' '002035' '600259' '600111' '600406' '600636'
 '002081' '002006']"
2011-06-16,"['000703' '000789' '600160' '600259' '002035' '600111' '600406' '600636'
 '002081' '002006']"
2011-06-17,"['000703' '000789' '600160' '002035' '600406' '600259' '600111' '600636'
 '002081' '002006']"
2011-06-20,"['000703' '600160' '002035' '600406' '600259' '600111' '600636' '002304'
 '002081' '600801']"
2011-06-21,"['000789' '600160' '002035' '600406' '600259' '002304' '600111' '600801'
 '002081' '600636']"
2011-06-22,"['000789' '600160' '002035' '600406' '002304' '600801' '600259' '600111'
 '002081' '600636']"
2011-06-23,"['000789' '600160' '002035' '600406' '600801' '002304' '600259' '600111'
 '002081' '600636']"
2011-06-24,"['000789' '600160' '002035' '600406' '600801' '002304' '600259' '002081'
 '600111' '002006']"
2011-06-27,"['000703' '000789' '600160' '002035' '600406' '002304' '600801' '002081'
 '600259' '600111']"
2011-06-28,"['000703' '600160' '002035' '002304' '600801' '600406' '600259' '002081'
 '600111' '002236']"
2011-06-29,"['000703' '000789' '600160' '002035' '002304' '600406' '600259' '600801'
 '002236' '600111']"
2011-06-30,"['000703' '000789' '600160' '002035' '002304' '600406' '600801' '600259'
 '002236' '002081']"
2011-07-01,"['000789' '000703' '600160' '002035' '002304' '600406' '002236' '600801'
 '600259' '002081']"
2011-07-04,"['000789' '000703' '002035' '600160' '002304' '600406' '600259' '002081'
 '002236' '600111']"
2011-07-05,"['000789' '000703' '002035' '600160' '600801' '002304' '600406' '002081'
 '600259' '600636']"
2011-07-06,"['000789' '000703' '002035' '600160' '002304' '600801' '600406' '600259'
 '002236' '600636']"
2011-07-07,"['000789' '000703' '600160' '002035' '002304' '600801' '600406' '002236'
 '002081' '600636']"
2011-07-08,"['000789' '000703' '002035' '600160' '002304' '600406' '600801' '002081'
 '002236' '002006']"
2011-07-11,"['000789' '000703' '002035' '600160' '002304' '600406' '002081' '600801'
 '002236' '600259']"
2011-07-12,"['000789' '000703' '600160' '002035' '002304' '600406' '002081' '600801'
 '002236' '600259']"
2011-07-13,"['000789' '000703' '600160' '002035' '002304' '600406' '600801' '002081'
 '002236' '600259']"
2011-07-14,"['000789' '000703' '002035' '600160' '600801' '002304' '600406' '002081'
 '002236' '600259']"
2011-07-15,"['000789' '000703' '002035' '600160' '600801' '002304' '600406' '002236'
 '002081' '600259']"
2011-07-18,"['000789' '000703' '002035' '600160' '002304' '600801' '600406' '002081'
 '002236' '600259']"
2011-07-19,"['000789' '000703' '002035' '600160' '002304' '600801' '600406' '002081'
 '002006' '600259']"
2011-07-20,"['000789' '000703' '600160' '002035' '002304' '600801' '600406' '002081'
 '002006' '600259']"
2011-07-21,"['000789' '000703' '600160' '002035' '002304' '600801' '600406' '002081'
 '002006' '002236']"
2011-07-22,"['000789' '000703' '002035' '600160' '002304' '600801' '002081' '600406'
 '002006' '002236']"
2011-07-25,"['000789' '000703' '002035' '600160' '002304' '002081' '600801' '600406'
 '002236' '600259']"
2011-07-26,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '600801'
 '600259' '002236']"
2011-07-27,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '600801'
 '002236' '600259']"
2011-07-28,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '002236'
 '600259' '600801']"
2011-07-29,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '002236'
 '002006' '600801']"
2011-08-01,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '002006'
 '002236' '600801']"
2011-08-02,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '002006'
 '002236' '600801']"
2011-08-03,"['000789' '000703' '002035' '002304' '600160' '002081' '002236' '002006'
 '600801' '600252']"
2011-08-04,"['000789' '000703' '002035' '600160' '002304' '002081' '600406' '600801'
 '002236' '002006']"
2011-08-05,"['000789' '000703' '002035' '002304' '600160' '002236' '600801' '600406'
 '002081' '002006']"
2011-08-08,"['000789' '000703' '002035' '002304' '600406' '002236' '002081' '600160'
 '600801' '002006']"
2011-08-09,"['000789' '000703' '002035' '002304' '002081' '600406' '600160' '002236'
 '002006' '600801']"
2011-08-10,"['000789' '000703' '002035' '002304' '002081' '600801' '600406' '002236'
 '600160' '002006']"
2011-08-11,"['000789' '000703' '002035' '002304' '002081' '600406' '600160' '600801'
 '000596' '600252']"
2011-08-12,"['000703' '000789' '002035' '002304' '002081' '002236' '600160' '600406'
 '600801' '002006']"
2011-08-15,"['000789' '000703' '002035' '002304' '002081' '002236' '600406' '600801'
 '002006' '000596']"
2011-08-16,"['000789' '000703' '002035' '002304' '002081' '002006' '002236' '600160'
 '600406' '600801']"
2011-08-17,"['000789' '000703' '002035' '002304' '002081' '002006' '002236' '600801'
 '600406' '600160']"
2011-08-18,"['000789' '000703' '002035' '002304' '002006' '002081' '600406' '002236'
 '600160' '600801']"
2011-08-19,"['000789' '000703' '002035' '002304' '002006' '002081' '600406' '002236'
 '600160' '000596']"
2011-08-22,"['000703' '000789' '002035' '002304' '002006' '002081' '600160' '600406'
 '002236' '000596']"
2011-08-23,"['000789' '000703' '002035' '002304' '002006' '002081' '600160' '002236'
 '600406' '600801']"
2011-08-24,"['000703' '000789' '002035' '002304' '002006' '002236' '002081' '600160'
 '600406' '600801']"
2011-08-25,"['000703' '000789' '002035' '002304' '002006' '600160' '002081' '002236'
 '600406' '600801']"
2011-08-26,"['000703' '000789' '002035' '002304' '600160' '002006' '002081' '002236'
 '600406' '600801']"
2011-08-29,"['000703' '000789' '002304' '002035' '600160' '002006' '002236' '002081'
 '600406' '000596']"
2011-08-30,"['000789' '002304' '002035' '600160' '002006' '600406' '002081' '002236'
 '000596' '600259']"
2011-08-31,"['000703' '000789' '002035' '600160' '600406' '002236' '002081' '000596'
 '600801' '600259']"
2011-09-01,"['000703' '000789' '002304' '002035' '002006' '600160' '600406' '002236'
 '002081' '000596']"
2011-09-02,"['000703' '000789' '002304' '002035' '002006' '600160' '600406' '002081'
 '002236' '000596']"
2011-09-05,"['000703' '002304' '000789' '002035' '002006' '600160' '002081' '600406'
 '002236' '000596']"
2011-09-06,"['000703' '002304' '002035' '000789' '600160' '002081' '002006' '002236'
 '600406' '000596']"
2011-09-07,"['000703' '002304' '000789' '002035' '600160' '600406' '002006' '002081'
 '002236' '000596']"
2011-09-08,"['000703' '002304' '000789' '002035' '600160' '600406' '002081' '002236'
 '002006' '000596']"
2011-09-09,"['000703' '002304' '002035' '000789' '600160' '600406' '002006' '002081'
 '002236' '000596']"
2011-09-13,"['000703' '002304' '000789' '002035' '600160' '002006' '600406' '002081'
 '002236' '600259']"
2011-09-14,"['000703' '002304' '002035' '002006' '600160' '600406' '002081' '002236'
 '600259' '000596']"
2011-09-15,"['000703' '002304' '000789' '002035' '002006' '600160' '600406' '002081'
 '002236' '000049']"
2011-09-16,"['000703' '002304' '000789' '002035' '002006' '600160' '002081' '002236'
 '600406' '000596']"
2011-09-19,"['000703' '002304' '000789' '002035' '600160' '002081' '002236' '002006'
 '600406' '000596']"
2011-09-20,"['000703' '002304' '000789' '002035' '600160' '002081' '002236' '002006'
 '600406' '600259']"
2011-09-21,"['000703' '000789' '002304' '002035' '600160' '002081' '002006' '002236'
 '600406' '600259']"
2011-09-22,"['000703' '002304' '000789' '002035' '600160' '002236' '002081' '002006'
 '600406' '600259']"
2011-09-23,"['000703' '000789' '002035' '002304' '600160' '002081' '002236' '600406'
 '002006' '600259']"
2011-09-26,"['000703' '002035' '000789' '002304' '600160' '002081' '002236' '600406'
 '002006' '000596']"
2011-09-27,"['000703' '002035' '000789' '002304' '600160' '002081' '600406' '002236'
 '002006' '000596']"
2011-09-28,"['000703' '000789' '002035' '002304' '600406' '002081' '600160' '002006'
 '002236' '000049']"
2011-09-29,"['000703' '000789' '002304' '002035' '600406' '002081' '002236' '600160'
 '002006' '000049']"
2011-09-30,"['000703' '002304' '000789' '002035' '600406' '002081' '002236' '600160'
 '002006' '000049']"
2011-10-10,"['000703' '002035' '002304' '000789' '600406' '002081' '002236' '002006'
 '600160' '000049']"
2011-10-11,"['000703' '002035' '002304' '000789' '600406' '002081' '002236' '002006'
 '600160' '000049']"
2011-10-12,"['000703' '000789' '002304' '600406' '002081' '002006' '002236' '600160'
 '000596' '000049']"
2011-10-13,"['000703' '000789' '002035' '002304' '002081' '600406' '002236' '002006'
 '600160' '000049']"
2011-10-14,"['000703' '000789' '002035' '002304' '002081' '002236' '600160' '600406'
 '002006' '000596']"
2011-10-17,"['000703' '000789' '002304' '002035' '002081' '002236' '600160' '600406'
 '002006' '000596']"
2011-10-18,"['000703' '002304' '000789' '002035' '002081' '002236' '002006' '600406'
 '600160' '000596']"
2011-10-19,"['000703' '002304' '000789' '002035' '002081' '002006' '002236' '600406'
 '600160' '000596']"
2011-10-20,"['000703' '002304' '000789' '002035' '002081' '002236' '002006' '600406'
 '600160' '000596']"
2011-10-21,"['000703' '002304' '000789' '002081' '600406' '600160' '002006' '002236'
 '002035' '000596']"
2011-10-24,"['000703' '002304' '000789' '002081' '600406' '600160' '002236' '002035'
 '002006' '000596']"
2011-10-25,"['002304' '000789' '002081' '600160' '600406' '002236' '002035' '002006'
 '000596' '600132']"
2011-10-26,"['000703' '002304' '000789' '002081' '600406' '600160' '002236' '002035'
 '000596' '002006']"
2011-10-27,"['000703' '002304' '000789' '002081' '600406' '600160' '002236' '002006'
 '002035' '000596']"
2011-10-28,"['000703' '002304' '000789' '002081' '600406' '002035' '600160' '002236'
 '002006' '000596']"
2011-10-31,"['000703' '002304' '000789' '002081' '600406' '002035' '002236' '600160'
 '002006' '000596']"
